"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Damian Surma",1981-01-22,"LW","Plymouth Whalers",65,17,15,32,0.49,19,3,2,4,1,62
"Mark Popovic",1982-10-11,"D","Toronto St. Michael's Majors",60,6,26,32,0.53,-27,3,19,1,0,46
"Kelly Paddon",1980-06-05,"D","Belleville Bulls",67,5,26,31,0.46,48,2,8,0,0,44
"Brad Self",1981-02-27,"C","Peterborough Petes",48,17,12,29,0.6,14,2,2,3,1,8
"Kurt MacSweyn",1981-01-19,"LW","Brampton Battalion",60,16,13,29,0.48,-33,7,3,3,0,23
"Nathan Herrington",1982-04-18,"LW","Guelph Storm",62,11,17,28,0.45,6,3,1,1,0,24
"Juri Golicic",1981-04-06,"LW","Owen Sound Platers",38,15,12,27,0.71,13,4,3,2,0,0
"Samu Isosalo",1981-10-06,"RW","North Bay Centennials",59,13,12,25,0.42,-4,5,4,2,1,19
"Sebastien Savage",1981-02-16,"RW","Mississauga IceDogs",57,10,15,25,0.44,-34,1,3,0,0,55
"Brad Yeo",1981-03-18,"RW","Erie Otters",42,9,16,25,0.6,4,1,4,0,0,81
"Sergei Kuznetzov",1980-01-29,"C","Peterborough Petes",65,8,17,25,0.38,-11,3,3,1,0,39
"Alexei Salashenko",1981-03-08,"RW","Sudbury Wolves",63,15,9,24,0.38,-16,4,2,0,0,20
"Richard Scott",1978-10-27,"LW","Oshawa Generals",54,12,12,24,0.44,13,2,4,0,0,193
"Tomek Valtonen",1980-01-08,"LW","Plymouth Whalers",43,8,16,24,0.56,7,2,6,0,0,53
"Ed Hill",1980-10-24,"D","Barrie Colts",53,7,17,24,0.45,24,3,3,0,0,42
"Luke Sellars",1981-05-21,"D","Ottawa 67's",56,4,19,23,0.41,36,1,7,1,0,87
"Chris Thaler",1981-01-07,"C","Mississauga IceDogs",66,12,10,22,0.33,-59,1,0,0,0,34
"Brett Clouthier",1981-06-09,"LW","Kingston Frontenacs",64,8,14,22,0.34,-27,0,3,1,0,227
"Serge Dube",1979-08-13,"D","Sudbury Wolves",60,5,17,22,0.37,-1,3,3,0,0,26
"Ryan Armstrong",1981-04-06,"C","North Bay Centennials",68,6,15,21,0.31,-3,0,1,1,1,23
"Nathan Robinson",1981-12-31,"C","Belleville Bulls",50,11,8,19,0.38,1,0,0,0,0,23
"Matt Ellis",1981-08-31,"LW","Toronto St. Michael's Majors",47,10,8,18,0.38,-23,2,2,1,1,6
"Darryl Thomson",1982-01-16,"LW","Kingston Frontenacs",55,9,9,18,0.33,-28,2,3,0,0,32
"Fraser Clair",1981-01-07,"RW","Mississauga IceDogs",59,6,12,18,0.31,-32,0,2,1,0,44
"Sal Lettieri",1981-05-31,"D","Kitchener Rangers",66,2,16,18,0.27,-21,1,6,1,0,53
"Ryan Courtney",1982-03-08,"C","Windsor Spitfires",60,7,10,17,0.28,-29,0,1,0,0,13
"Jerry Connell",1981-02-25,"LW","Barrie Colts",45,3,14,17,0.38,19,0,0,0,0,43
"Kristopher Vernarsky",1982-04-05,"LW","Plymouth Whalers",45,3,14,17,0.38,16,0,1,1,0,30
"Jared Newman",1982-03-07,"D","Plymouth Whalers",66,2,15,17,0.26,38,0,0,0,0,57
"Adam Saffer",1980-04-04,"LW","London Knights",51,11,5,16,0.31,16,0,0,2,0,40
"Brent Kelly",1981-12-01,"C","Guelph Storm",30,8,8,16,0.53,14,0,0,1,0,8
"Brandon Verner",1981-01-13,"D","Peterborough Petes",40,6,10,16,0.4,10,3,7,0,0,22
"Blake Orr",1982-04-11,"D","Mississauga IceDogs",61,3,13,16,0.26,-71,1,7,0,0,28
"Aaron Van Leusen",1981-10-28,"RW","Brampton Battalion",58,7,8,15,0.26,-43,3,1,0,0,15
"Kris MacPhee",1980-05-17,"C","Peterborough Petes",50,7,8,15,0.3,1,0,0,1,0,2
"Zenon Konopka",1981-01-02,"C","Ottawa 67's",56,7,8,15,0.27,13,1,1,2,0,62
"Tomas Gron",1981-01-06,"LW","London Knights",66,3,12,15,0.23,5,0,1,1,0,4
"Jay Harrison",1982-11-03,"D","Brampton Battalion",63,1,14,15,0.24,-46,0,3,0,0,108
"Kris Newbury",1982-02-19,"C","Belleville Bulls",51,6,8,14,0.27,3,0,1,0,0,89
"Matt Reynolds",1981-05-07,"C","Brampton Battalion",62,6,8,14,0.23,-19,0,0,0,0,29
"Mike Wehrstedt",1982-05-28,"RW","Kitchener Rangers",58,6,8,14,0.24,-15,1,1,2,0,10
"Jonah Leroux",1982-12-06,"C","Oshawa Generals",56,5,9,14,0.25,-4,0,2,0,0,27
"Mike Renzi",1981-07-18,"C","Belleville Bulls",51,4,10,14,0.27,2,0,1,0,0,65
"Dan Jancevski",1981-06-15,"D","London Knights",68,2,12,14,0.21,21,0,0,0,0,115
"Nick Policelli",1981-05-26,"D","Belleville Bulls",65,1,12,13,0.2,12,0,1,0,0,216
"Jeremy Van Hoof",1981-08-12,"D","Ottawa 67's",54,0,13,13,0.24,22,0,4,0,0,46
"Shawn Snider",1981-02-01,"C","Sault Ste. Marie Greyhounds",41,5,7,12,0.29,-4,0,0,0,0,39
"Justin Williams",1981-10-04,"RW","Plymouth Whalers",47,4,8,12,0.26,11,1,0,0,0,28
"Kyle Chapman",1981-02-24,"LW","Windsor Spitfires",51,8,3,11,0.22,-4,0,0,0,0,78
"Ian Courville",1981-10-07,"LW","Oshawa Generals",28,3,8,11,0.39,-3,1,1,0,0,15
"Ian Turner",1981-10-13,"D","Kingston Frontenacs",62,3,8,11,0.18,-20,0,6,0,0,23
"Ryan Hare",1982-04-03,"C","Sarnia Sting",52,6,4,10,0.19,-3,0,1,0,0,14
"Shayne Fryia",1981-12-30,"C","Brampton Battalion",39,6,4,10,0.26,-12,0,0,0,0,42
"Andrew Davis",1981-06-11,"D","Mississauga IceDogs",65,4,6,10,0.15,-47,1,1,0,0,50
"Matt Rock",1981-03-23,"D","Guelph Storm",68,3,7,10,0.15,15,0,0,0,0,35
"Nathan Kalverda",1981-04-25,"LW","Mississauga IceDogs",63,3,7,10,0.16,-51,1,0,1,0,115
"Ryan Healy",1981-03-10,"LW","Sault Ste. Marie Greyhounds",45,3,7,10,0.22,-7,0,1,1,0,53
"Darren McMillan",1980-04-23,"D","Erie Otters",62,1,9,10,0.16,-9,0,2,1,0,37
"Travis Albers",1981-11-18,"LW","Sarnia Sting",50,0,10,10,0.2,2,0,0,0,0,38
"Jourdan Lagace",1981-11-20,"LW","Erie Otters",52,4,5,9,0.17,-9,0,0,0,0,27
"Brad Pierce",1981-02-08,"D","Toronto St. Michael's Majors",62,2,7,9,0.15,-3,1,1,0,0,76
"Brent Sullivan",1981-03-22,"C","Owen Sound Platers",65,2,7,9,0.14,-15,0,0,0,0,78
"Danny Armstrong",1981-02-03,"D","Mississauga IceDogs",56,2,7,9,0.16,-49,0,3,0,0,121
"Dustin Wood",1981-05-21,"D","Peterborough Petes",62,1,8,9,0.15,13,0,1,1,0,14
"Gabriel Spilar",1980-12-15,"RW","North Bay Centennials",38,4,4,8,0.21,-2,1,0,1,0,4
"Matt Lecce",1981-05-31,"RW","Brampton Battalion",64,4,4,8,0.13,-21,0,1,0,0,42
"Darrell Cowen",1981-03-04,"RW","Mississauga IceDogs",61,3,5,8,0.13,-58,1,1,0,0,40
"Mike Barrett",1982-03-02,"D","Owen Sound Platers",66,2,6,8,0.12,-18,0,0,0,0,17
"Corey Brekelmans",1981-07-11,"D","Sarnia Sting",68,4,3,7,0.1,4,0,0,0,0,69
"Richard Kearns",1981-03-21,"LW","Brampton Battalion",58,2,5,7,0.12,-25,0,0,0,0,25
"Cam McLaughlin",1981-05-12,"D","Brampton Battalion",46,1,6,7,0.15,-26,0,2,0,0,21
"Chris Eade",1982-04-20,"D","North Bay Centennials",46,1,6,7,0.15,-5,1,2,1,0,32
"Evgeny Krivomaz",1979-07-23,"D","Guelph Storm",16,1,6,7,0.44,3,1,2,1,0,16
"Jim Bradley",1980-06-10,"LW","Brampton Battalion",37,5,1,6,0.16,-24,0,0,0,0,33
"Francois Jolette",1981-01-20,"RW","Guelph Storm",39,4,2,6,0.15,-8,0,1,1,0,35
"Michael Gough",1982-09-09,"RW","Toronto St. Michael's Majors",64,4,2,6,0.09,-27,1,0,0,0,42
"Cleon Smith",1980-05-27,"C","Sault Ste. Marie Greyhounds",42,3,3,6,0.14,2,0,0,1,0,15
"Joey Sewell",1981-03-15,"RW","Windsor Spitfires",63,3,3,6,0.1,-31,1,0,0,0,143
"Brad Woods",1981-03-04,"D","Brampton Battalion",58,1,5,6,0.1,-43,0,1,0,0,42
"Bryan Kazarian",1981-06-30,"C","Owen Sound Platers",41,1,5,6,0.15,-5,1,0,0,0,27
"Dan Growden",1982-02-09,"D","Windsor Spitfires",62,1,5,6,0.1,-17,1,2,0,0,20
"Max Linnik",1979-09-06,"D","Windsor Spitfires",40,1,5,6,0.15,-4,0,0,0,0,33
"Tyler Durham",1981-01-24,"RW","London Knights",59,1,5,6,0.1,6,0,0,1,0,30
"Paul Ballantyne",1982-07-16,"D","Sault Ste. Marie Greyhounds",53,0,6,6,0.11,3,0,0,0,0,33
"Tyler Coleman",1982-06-07,"RW","Sarnia Sting",30,4,1,5,0.17,3,1,0,0,0,4
"Tyler Longo",1980-08-12,"RW","Belleville Bulls",15,2,3,5,0.33,3,0,0,0,0,4
"Corey Sabourin",1981-04-09,"D","Sudbury Wolves",62,1,4,5,0.08,0,0,0,0,0,34
"Doug MacIver",1981-02-12,"D","Sarnia Sting",57,1,4,5,0.09,14,0,0,0,0,87
"Josh Legge",1981-09-25,"D","North Bay Centennials",59,1,4,5,0.08,-8,0,0,0,0,75
"Julius Halfkenny",1981-02-08,"D","Erie Otters",58,1,4,5,0.09,-5,0,0,0,0,23
"Mike Nelson",1981-02-23,"C","Sault Ste. Marie Greyhounds",36,1,4,5,0.14,-4,1,0,1,0,15
"Darren Strilchuk",1981-07-29,"D","Sault Ste. Marie Greyhounds",58,2,2,4,0.07,4,0,0,0,0,50
"James Ramsay",1981-02-24,"LW","Plymouth Whalers",47,2,2,4,0.09,-1,0,0,0,0,169
"John Cilladi",1981-04-30,"D","Windsor Spitfires",47,2,2,4,0.09,-17,0,0,0,0,83
"Jonathan Boone",1981-04-11,"RW","Ottawa 67's",28,2,2,4,0.14,1,0,0,0,0,20
"Mike Vaillaincourt",1981-05-04,"RW","Kitchener Rangers",49,2,2,4,0.08,-9,0,0,0,0,13
"Sebastian Harts",1981-11-18,"LW","Mississauga IceDogs",33,2,2,4,0.12,-25,1,0,0,0,36
"Matt Coughlin",1981-11-06,"D","Mississauga IceDogs",61,1,3,4,0.07,-61,0,1,0,0,152
"Mike Rusenstrom",1981-04-06,"D","Oshawa Generals",49,1,3,4,0.08,6,1,0,0,0,36
"Scott O'Connor",1981-04-08,"D","Ottawa 67's",31,1,3,4,0.13,10,1,1,0,0,9
"Kevin Parfrey",1981-07-24,"D","Toronto St. Michael's Majors",17,0,4,4,0.24,0,0,0,0,0,0
"Nathan Tennant",1982-10-15,"D","Kingston Frontenacs",63,0,4,4,0.06,-30,0,4,0,0,61
"Tom Kotsopoulos",1981-01-01,"LW","Sudbury Wolves",26,0,4,4,0.15,2,0,0,0,0,16
"Scott MacKenzie",1980-06-22,"LW","North Bay Centennials",28,2,1,3,0.11,-17,1,0,0,0,0
"Bobby Turner",1982-04-15,"D","London Knights",60,1,2,3,0.05,13,0,0,0,0,119
"Derek Fox",1981-02-17,"D","Sault Ste. Marie Greyhounds",32,1,2,3,0.09,-3,0,0,0,0,45
"Jeff MacLean",1979-02-27,"D","Ottawa 67's",35,1,2,3,0.09,-5,0,0,0,0,27
"Phil Vandenbeukel",1979-08-27,"D","Mississauga IceDogs",31,1,2,3,0.1,-19,0,0,0,0,28
"Steve Nobili",1981-01-19,"C","Erie Otters",45,1,2,3,0.07,-17,0,0,0,0,22
"Alexei Semenov",1981-04-10,"D","Sudbury Wolves",28,0,3,3,0.11,-11,0,2,0,0,28
"Nick Young",1980-04-02,"RW","Windsor Spitfires",35,0,3,3,0.09,-20,0,0,0,0,8
"Tyler Hanchuck",1982-02-07,"D","Brampton Battalion",57,0,3,3,0.05,-26,0,0,0,0,87
"Chris Boucher",1981-11-18,"D","Toronto St. Michael's Majors",55,1,1,2,0.04,-20,0,0,0,0,49
"Darcy Morris",1981-04-21,"C","Peterborough Petes",29,1,1,2,0.07,-2,0,0,0,0,48
"Derek McDonald",1981-04-17,"LW","Erie Otters",11,1,1,2,0.18,-5,0,0,0,0,20
"Ivan Curic",1981-10-02,"D","Mississauga IceDogs",36,1,1,2,0.06,-34,0,1,0,0,12
"Jesse MacLeish",1982-04-19,"LW","Peterborough Petes",9,1,1,2,0.22,0,1,0,0,0,0
"Jim McGillivray",1981-06-14,"LW","Erie Otters",44,1,1,2,0.05,-12,0,0,0,0,69
"Kevin Beaumont",1981-07-08,"LW","Sudbury Wolves",34,1,1,2,0.06,-4,0,0,1,0,13
"Ryan Fraser",1981-01-21,"D","Erie Otters",45,1,1,2,0.04,-5,0,1,0,0,75
"Blair McLaughlin",1981-05-12,"C","Brampton Battalion",20,0,2,2,0.1,-11,0,0,0,0,6
"Derek McKinlay",1979-04-01,"D","Sarnia Sting",35,0,2,2,0.06,2,0,0,0,0,26
"Garrett McAiney",NA,"LW","Guelph Storm",36,0,2,2,0.06,-5,0,0,0,0,8
"Ryan Rasmussen",1981-04-13,"D","Toronto St. Michael's Majors",39,0,2,2,0.05,-14,0,0,0,0,30
"Aaron Bailie",1981-01-21,"C","Guelph Storm",8,1,0,1,0.13,-1,0,0,0,0,6
"Andre Robichaud",1981-04-16,"D","Plymouth Whalers",17,1,0,1,0.06,6,0,0,1,0,4
"Greg Jacina",1982-05-22,"C","Guelph Storm",6,1,0,1,0.17,0,0,0,0,0,0
"Justin Grady",1982-06-03,"D","Belleville Bulls",15,1,0,1,0.07,2,0,0,0,0,24
"Philippe Lakos",1980-08-19,"D","Toronto St. Michael's Majors",38,1,0,1,0.03,-18,0,0,0,0,46
"Dustin Dagenais",1979-11-03,"D","Belleville Bulls",20,0,1,1,0.05,3,0,0,0,0,20
"Gerald MacNeil",1981-02-21,"LW","Kingston Frontenacs",18,0,1,1,0.06,-3,0,0,0,0,0
"Jeff Kaufman",1980-01-12,"D","London Knights",18,0,1,1,0.06,-6,0,0,0,0,4
"Joe Groleau",1981-03-24,"D","Belleville Bulls",13,0,1,1,0.08,-1,0,0,0,0,6
"Matt Belanger",1981-04-22,"LW","London Knights",40,0,1,1,0.03,2,0,0,0,0,47
"Mike Hooker",1981-06-14,"LW","Sarnia Sting",11,0,1,1,0.09,0,0,0,0,0,0
"Spencer Fowler",NA,"D","Mississauga IceDogs",50,0,1,1,0.02,-22,0,0,0,0,138
"T.J. Reynolds",1981-03-26,"D","Oshawa Generals",17,0,1,1,0.06,-2,0,0,0,0,27
"Andrew Yardy",1981-06-04,"D","Kitchener Rangers",4,0,0,0,0,-2,0,0,0,0,0
"Bobby Naylor",1982-08-09,"C","Kitchener Rangers",9,0,0,0,0,-1,0,0,0,0,9
"Chad Moreau",1979-07-02,"LW","Barrie Colts",1,0,0,0,0,0,0,0,0,0,0
"Dan Sullivan",1981-03-20,"RW","London Knights",18,0,0,0,0,-4,0,0,0,0,10
"Jason Asadorian",1980-07-31,"C","Windsor Spitfires",3,0,0,0,0,1,0,0,0,0,2
"Jean-Sebastien Larocque",1981-04-13,"D","Guelph Storm",13,0,0,0,0,-3,0,0,0,0,0
"Luc Messier",1980-04-11,"RW","Sudbury Wolves",5,0,0,0,0,-3,0,0,0,0,0
"Luke Blackbird",1981-04-03,"LW","Sarnia Sting",8,0,0,0,0,1,0,0,0,0,16
"Lyle Rolling",1979-11-05,"RW","Barrie Colts",1,0,0,0,0,0,0,0,0,0,0
"Marc Boisvert",1981-10-15,"RW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0
"Marc Mazzuca",NA,"RW","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Matt Neely",1981-04-12,"D","Oshawa Generals",3,0,0,0,0,0,0,0,0,0,5
"Mike Nixon",1980-03-10,"C","Mississauga IceDogs",2,0,0,0,0,-2,0,0,0,0,0
"Rick Hwodeky",1981-07-15,"D","Barrie Colts",15,0,0,0,0,3,0,0,0,0,9
"Ryan Chapman",1981-04-10,"C","Kingston Frontenacs",2,0,0,0,0,-1,0,0,0,0,0
"Ryan Leblanc",NA,"D","Windsor Spitfires",3,0,0,0,0,0,0,0,0,0,2
"Ryan Philips",1981-01-05,"D","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,2
"Ryan Scott",1981-01-29,"D","Erie Otters",15,0,0,0,0,-1,0,0,0,0,4
"Shayne Kanyo",1981-10-26,"D","Kingston Frontenacs",2,0,0,0,0,-1,0,0,0,0,0
"Stephane Savage",1981-02-16,"D","Owen Sound Platers",4,0,0,0,0,0,0,0,0,0,2
"Steve Van de Oetelaar",NA,"C","Brampton Battalion",1,0,0,0,0,-1,0,0,0,0,0
"Steven Rawski",1982-02-07,"D","London Knights",29,0,0,0,0,3,0,0,0,0,2
"Tony Demola",NA,"C","Kitchener Rangers",1,0,0,0,0,0,0,0,0,0,0
