"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Bode Stewart",2006-02-09,"LW","Saginaw Spirit",41,2,2,4,0.1,-18,0,0,0,0,4
"Daylen Moses",2005-06-13,"C","Soo Greyhounds",35,2,2,4,0.11,-8,1,0,0,0,11
"Ethan Montroy",2005-08-30,"LW","Soo Greyhounds",19,2,2,4,0.21,-10,0,0,0,0,11
"Liam Storch",2006-01-20,"RW","Saginaw Spirit",49,2,2,4,0.08,-11,0,0,0,0,0
"Duncan Schneider",2005-07-05,"D","Kingston Frontenacs",53,1,3,4,0.08,1,0,0,1,0,16
"Nathan Aspinall",2006-03-30,"LW","Flint Firebirds",29,1,3,4,0.14,-6,0,0,0,0,2
"Kyle Morey",2005-06-27,"C","Kitchener Rangers",51,0,4,4,0.08,-3,0,0,0,0,17
"Will Bishop",2005-03-17,"D","Sudbury Wolves",32,0,4,4,0.13,3,0,0,0,0,2
"Kimo Gruber",2005-04-11,"RW","Oshawa Generals",42,3,0,3,0.07,-10,0,0,0,0,19
"Justin Bottineau",2006-01-11,"C","Kitchener Rangers",50,1,2,3,0.06,-6,0,0,0,0,10
"Kashawn Aitcheson",2006-09-21,"D","Barrie Colts",23,1,2,3,0.13,-9,0,0,0,0,35
"Maleek McGowan",2005-06-13,"D","Kingston Frontenacs",25,1,2,3,0.12,-4,0,0,0,0,19
"Mitch Young",2005-04-29,"D","Sarnia Sting",25,0,3,3,0.12,0,0,0,0,0,12
"Noah Roberts",2005-12-02,"D","Hamilton Bulldogs",38,0,3,3,0.08,-25,0,0,0,0,57
"Daks Klinkhammer",2005-08-14,"LW","Flint Firebirds",34,1,1,2,0.06,-5,0,0,0,0,9
"Hunter McKnight",2006-01-16,"C","Guelph Storm",24,1,1,2,0.08,-3,0,0,0,0,0
"MacGregor Richmond",2006-08-06,"RW","Mississauga Steelheads",8,1,1,2,0.25,1,0,0,0,0,2
"Reed Gee",2006-03-12,"D","Flint Firebirds",20,1,1,2,0.1,-4,0,0,0,0,28
"William Eggleton",2006-02-19,"LW","Mississauga Steelheads",10,1,1,2,0.2,-7,0,0,0,0,2
"Andrew Vermeulen",2006-02-07,"RW","Niagara IceDogs",23,0,2,2,0.09,-7,0,0,0,0,2
"Nolan Ling",2005-12-11,"D","Kingston Frontenacs",12,0,2,2,0.17,1,0,0,0,0,6
"Brett Bouchard",2005-01-18,"RW","North Bay Battalion",21,1,0,1,0.05,0,0,0,0,0,17
"Ethan Martin",2005-03-25,"C","Windsor Spitfires",13,1,0,1,0.08,1,0,0,0,0,4
"Lirim Amidovski",2006-12-22,"RW","North Bay Battalion",2,1,0,1,0.5,0,0,0,0,0,2
"Braedyn Rogers",2006-11-22,"D","Owen Sound Attack",43,0,1,1,0.02,0,0,0,0,0,16
"Brayden Turley",2006-08-08,"D","North Bay Battalion",33,0,1,1,0.03,3,0,0,0,0,0
"Braydon McCallum",2006-05-03,"C","Peterborough Petes",10,0,1,1,0.1,0,0,0,0,0,4
"Ethan Toms",2006-01-19,"C","Oshawa Generals",13,0,1,1,0.08,-4,0,0,0,0,8
"Gabriel Runco",2005-01-08,"D","Niagara IceDogs",23,0,1,1,0.04,-10,0,0,0,0,10
"George Alboim",2005-03-15,"D","Erie Otters",48,0,1,1,0.02,-22,0,0,0,0,16
"Josh Glavin",2006-09-24,"D","Saginaw Spirit",19,0,1,1,0.05,-2,0,0,0,0,4
"Kaeden Johnston",2005-02-03,"RW","London Knights",6,0,1,1,0.17,1,0,0,0,0,0
"Noah VandenBrink",2005-01-06,"RW","Hamilton Bulldogs",8,0,1,1,0.13,1,0,0,0,0,0
"Sam McCue",2005-10-03,"LW","Peterborough Petes",33,0,1,1,0.03,-3,0,0,0,0,4
"Sean Doherty",2006-03-23,"RW","Sarnia Sting",12,0,1,1,0.08,-5,0,0,0,0,2
"William Haley",2005-10-15,"D","Mississauga Steelheads",5,0,1,1,0.2,1,0,0,0,0,2
"William Stewart",2005-02-23,"RW","Niagara IceDogs",19,0,1,1,0.05,-5,0,0,0,0,2
"Alec Stewart",2005-04-02,"C","Windsor Spitfires",9,0,0,0,0,-1,0,0,0,0,0
"Blair Scott",2005-04-14,"D","Kitchener Rangers",14,0,0,0,0,-11,0,0,0,0,4
"Bradley Horner",2005-06-16,"D","Ottawa 67's",12,0,0,0,0,-2,0,0,0,0,23
"Braydon Bruce",2006-05-11,"D","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,0
"Brodie McConnell-Barker",2006-01-31,"D","Soo Greyhounds",13,0,0,0,0,-10,0,0,0,0,4
"Carson Campbell",2006-06-08,"D","Sarnia Sting",23,0,0,0,0,-9,0,0,0,0,4
"Carson Hall",2006-04-29,"LW","Sarnia Sting",3,0,0,0,0,0,0,0,0,0,0
"Carson Lloyd",2005-12-08,"D","Hamilton Bulldogs",1,0,0,0,0,-1,0,0,0,0,0
"Carson Woodall",2006-05-25,"D","Windsor Spitfires",3,0,0,0,0,1,0,0,0,0,0
"Chase MacQueen-Spence",2005-01-09,"LW","North Bay Battalion",2,0,0,0,0,1,0,0,0,0,0
"Conor Walton",2006-04-22,"D","Sudbury Wolves",4,0,0,0,0,3,0,0,0,0,0
"David Brown",2005-03-19,"LW","Saginaw Spirit",4,0,0,0,0,-3,0,0,0,0,0
"Dustin Good",2005-01-01,"RW","Soo Greyhounds",12,0,0,0,0,-4,0,0,0,0,2
"Dylan Richter",2006-07-11,"C","North Bay Battalion",2,0,0,0,0,-1,0,0,0,0,0
"Liam Spencer",2006-01-19,"D","Mississauga Steelheads",8,0,0,0,0,-4,0,0,0,0,0
"Mike Levin",2005-10-16,"LW","London Knights",8,0,0,0,0,-3,0,0,0,0,0
"Owen Protz",2006-02-07,"D","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0
"Rowan Topp",2006-04-02,"D","Guelph Storm",9,0,0,0,0,-3,0,0,0,0,0
"Sam O'Reilly",2006-03-30,"RW","London Knights",5,0,0,0,0,-5,0,0,0,0,0
"Spencer Evans",2006-05-12,"D","Soo Greyhounds",10,0,0,0,0,0,0,0,0,0,6
"Tate Vader",2006-01-09,"C","Soo Greyhounds",4,0,0,0,0,-2,0,0,0,0,0
"Ty Henry",2006-07-19,"D","Erie Otters",3,0,0,0,0,-1,0,0,0,0,0
"Tyson Rismond",2006-03-30,"D","North Bay Battalion",2,0,0,0,0,0,0,0,0,0,0
