"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Cole Mayo",1997-01-18,"D","Sudbury Wolves",56,1,7,8,0.14,-11,1,0,0,0,27
"Austin Clapham",1997-07-09,"D","Sudbury Wolves",56,2,5,7,0.13,-17,0,0,0,0,33
"David Sherman",1998-05-17,"LW","North Bay Battalion",30,3,3,6,0.2,-1,0,0,1,0,10
"Mac Hollowell",1998-09-26,"D","Sault Ste. Marie Greyhounds",11,2,4,6,0.55,2,0,0,1,0,4
"Alex Di Carlo",1997-03-25,"D","Plymouth Whalers",41,0,6,6,0.15,-2,0,0,0,0,12
"Tyler  Sensky",1997-02-27,"D","Plymouth Whalers",54,0,6,6,0.11,0,0,0,0,0,19
"Marcus Dickerson",1998-01-22,"RW","Mississauga Steelheads",43,3,2,5,0.12,-9,0,0,0,0,6
"Benjamin Gleason",1998-03-25,"D","London Knights",41,0,5,5,0.12,-1,0,0,0,0,16
"Jason Smith",1997-04-27,"C","Mississauga Steelheads",46,1,3,4,0.09,-11,0,1,0,0,12
"Logan Stanley",1998-05-26,"D","Windsor Spitfires",59,0,4,4,0.07,-25,0,1,0,0,60
"Reagan O'Grady",1998-12-15,"D","Sudbury Wolves",54,0,4,4,0.07,-21,0,1,0,0,29
"Stephen Gibson",1997-03-03,"D","Mississauga Steelheads",56,2,0,2,0.04,-27,0,0,0,0,44
"Jacob Collins",1998-04-20,"LW","Plymouth Whalers",22,1,1,2,0.09,2,0,0,0,0,2
"Boris Katchouk",1998-06-18,"LW","Sault Ste. Marie Greyhounds",12,0,2,2,0.17,0,0,0,0,0,17
"Tyler Nother",1998-02-07,"D","London Knights",40,0,2,2,0.05,-8,0,0,0,0,54
"Kevin Klima",1997-06-05,"LW","London Knights",16,1,0,1,0.06,-2,0,0,0,0,8
"Jack Kopacka",1998-03-05,"LW","Sault Ste. Marie Greyhounds",4,0,1,1,0.25,1,0,0,0,0,0
"Trenton Bourque",1998-06-11,"D","Sudbury Wolves",34,0,1,1,0.03,-17,0,1,0,0,10
"Aleks Rapp",1997-03-13,"RW","Guelph Storm",35,0,0,0,0,-7,0,0,0,0,16
"Brett Primeau",1997-04-14,"RW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,2
"Chase Hawley",1997-02-01,"D","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,5
"Connor Hall",1998-02-21,"D","Kitchener Rangers",8,0,0,0,0,0,0,0,0,0,11
"Domenico Commisso",1998-02-19,"C","Oshawa Generals",1,0,0,0,0,0,0,0,0,0,0
"Justen Long",1997-07-01,"D","Guelph Storm",3,0,0,0,0,0,0,0,0,0,0
"Kelly Klima",1997-06-05,"C","London Knights",15,0,0,0,0,-2,0,0,0,0,17
"Kyle  Moore",1998-01-20,"RW","North Bay Battalion",3,0,0,0,0,-1,0,0,0,0,0
"Mitchell Mendonca",1998-07-14,"C","Belleville Bulls",2,0,0,0,0,0,0,0,0,0,2
"Nic Sicoly",1998-01-05,"LW","Guelph Storm",4,0,0,0,0,0,0,0,0,0,0
"Noah Robinson",1997-05-22,"RW","Mississauga Steelheads",11,0,0,0,0,-2,0,0,0,0,2
