"Name","Rookie","BD","Hgt","Wgt","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","PPP","GWG","ENG","PIM"
"Julien Demers","NO",1989-09-25,"6.01",215,"D","Ottawa 67's",65,5,28,33,0.51,-5,4,20,24,0,0,94
"Eric O'Dell","YES",1990-06-21,"6.01",181,"C","Sudbury Wolves",26,14,18,32,1.23,10,3,8,11,2,1,19
"Stefan Della Rovere","NO",1990-02-25,"5.11",200,"LW","Barrie Colts",68,13,19,32,0.47,-14,5,6,11,3,0,171
"Tyler Cuma","NO",1990-01-19,"6.02",192,"D","Ottawa 67's",59,4,28,32,0.54,4,2,12,14,1,0,69
"Jesse Brown","YES",1990-06-19,"6.03",202,"RW","Kingston Frontenacs",67,15,16,31,0.46,-10,4,4,8,2,0,53
"Jordan Skellett","NO",1989-11-22,"5.11",203,"LW","Erie Otters",65,11,20,31,0.48,-27,2,6,8,1,0,74
"Shawn Lalonde","NO",1990-03-10,"6.01",195,"D","Belleville Bulls",66,9,22,31,0.47,28,2,11,13,0,0,67
"T.J. Battani","NO",1989-10-25,"6.01",202,"RW","Kitchener Rangers",59,13,17,30,0.51,13,1,0,1,3,0,30
"T.J. Brodie","NO",1990-06-07,"6.01",173,"D","Saginaw Spirit",68,4,26,30,0.44,2,2,6,8,0,0,73
"Adam Comrie","YES",1990-07-31,"6.04",213,"D","Saginaw Spirit",58,10,18,28,0.48,17,3,6,9,1,0,90
"Michal Jordan","YES",1990-07-17,"6.02",190,"D","Plymouth Whalers",61,6,22,28,0.46,2,3,8,11,1,0,44
"Adam Zamec","NO",1989-09-22,"6.01",188,"LW","Ottawa 67's",59,17,10,27,0.46,-14,9,2,11,2,0,70
"Barry Sanderson","NO",1990-04-22,"5.09",188,"C","Niagara IceDogs",60,10,17,27,0.45,-4,3,5,8,1,0,45
"Michael Farrell","NO",1990-04-23,"5.10",170,"RW","Owen Sound Attack",65,10,17,27,0.42,-14,2,1,3,0,0,51
"Thomas Nesbitt","NO",1990-06-20,"5.11",180,"RW","Ottawa 67's",66,9,18,27,0.41,-9,1,1,2,1,1,70
"Tim Billingsley","NO",1990-01-17,"6.02",197,"D","Mississauga St. Michael's Majors",68,5,22,27,0.4,-8,4,15,19,1,0,95
"Dean Howard","NO",1990-06-20,"6.01",183,"RW","Sudbury Wolves",67,8,18,26,0.39,-12,1,7,8,3,0,8
"Shawn Szydlowski","YES",1990-08-05,"6.00",210,"RW","Erie Otters",66,9,16,25,0.38,-21,0,4,4,0,1,57
"J.K. Gill","NO",1990-02-09,"6.02",184,"LW","Sudbury Wolves",66,11,13,24,0.36,-28,6,6,12,1,0,54
"Mark Cundari","NO",1990-04-23,"5.10",200,"D","Windsor Spitfires",63,6,17,23,0.37,19,0,3,3,2,0,141
"Cody Lindsay","NO",1990-05-29,"5.09",180,"C","Ottawa 67's",66,13,9,22,0.33,-23,8,2,10,3,0,57
"Kyle DeCoste","NO",1990-06-30,"6.02",205,"RW","Brampton Battalion",66,10,12,22,0.33,-9,3,7,10,1,0,48
"Vladimir Roth","YES",1990-06-25,"6.02",190,"D","London Knights",59,8,13,21,0.36,3,3,7,10,4,0,18
"Mike Mascioli","YES",1990-03-18,"5.10",195,"RW","Kitchener Rangers",50,6,14,20,0.4,16,0,0,0,2,0,125
"Brian Lashoff","NO",1990-07-16,"6.03",204,"D","Barrie Colts",50,5,15,20,0.4,-8,5,10,15,0,0,44
"Nick Crawford","NO",1990-02-23,"6.01",183,"D","Saginaw Spirit",68,4,16,20,0.29,-1,2,9,11,0,0,58
"Robyn Sertic","YES",1990-03-14,"5.11",167,"D","Erie Otters",54,4,16,20,0.37,-13,1,9,10,0,0,26
"Brandon Greenside","YES",1989-11-28,"5.11",198,"D","Sudbury Wolves",59,3,17,20,0.34,-33,1,11,12,0,0,50
"Michael D'Orazio","NO",1990-08-16,"6.02",211,"D","Owen Sound Attack",67,1,19,20,0.3,-27,0,6,6,0,0,129
"Kale Kerbashian","NO",1990-04-07,"5.11",173,"C","London Knights",59,6,12,18,0.31,1,0,0,0,1,0,22
"Kory Nagy","NO",1989-10-12,"5.11",197,"LW","Oshawa Generals",57,5,12,17,0.3,-2,0,2,2,1,0,47
"Milan Doczy","YES",1990-01-27,"6.05",212,"D","Owen Sound Attack",62,1,16,17,0.27,-24,1,7,8,0,0,42
"Eric Wellwood","NO",1990-03-06,"5.11",179,"LW","Windsor Spitfires",68,9,7,16,0.24,3,0,0,0,2,0,12
"Conor O'Donnell","NO",1989-11-17,"6.00",193,"LW","Windsor Spitfires",50,3,13,16,0.32,0,0,0,0,1,0,52
"Jordan Davis","YES",1990-04-12,"5.10",158,"LW","Owen Sound Attack",62,3,13,16,0.26,-7,0,0,0,0,0,37
"Ryan Gottschalk","NO",1989-12-16,"5.11",199,"D","Barrie Colts",49,3,13,16,0.33,-15,2,3,5,0,0,20
"George Lovatsis","NO",1989-11-30,"5.11",185,"C","Barrie Colts",67,9,6,15,0.22,-18,2,1,3,1,0,26
"Jaroslav Kruzik","YES",1990-03-26,"6.01",179,"D","Barrie Colts",50,2,13,15,0.3,0,0,7,7,0,0,30
"Zac Rinaldo","YES",1990-06-15,"5.11",180,"LW","Mississauga St. Michael's Majors",63,7,7,14,0.22,-14,0,0,0,0,0,191
"Ondrej Pekarik","YES",1990-06-02,"6.03",202,"C","Owen Sound Attack",48,6,8,14,0.29,-1,0,1,1,1,0,48
"Justin Larson","NO",1990-03-23,"6.03",205,"C","Mississauga St. Michael's Majors",63,5,9,14,0.22,-11,1,1,2,1,0,36
"Harry Young","NO",1989-11-12,"6.04",210,"D","Windsor Spitfires",68,2,12,14,0.21,13,0,0,0,0,0,155
"Stephen Francella","YES",1990-01-16,"5.10",188,"LW","Kingston Frontenacs",65,4,9,13,0.2,-8,0,0,0,0,0,39
"Dylan MacEachern","NO",1990-04-03,"6.00",185,"LW","Niagara IceDogs",65,3,10,13,0.2,-3,0,1,1,0,0,37
"Jack Walchessen","NO",1990-04-11,"5.10",180,"RW","Peterborough Petes",63,3,9,12,0.19,-7,0,0,0,1,0,51
"Jamie Doornbosch","YES",1990-02-01,"6.02",190,"D","Peterborough Petes",60,2,10,12,0.2,-12,1,5,6,0,0,53
"Tye McGinn","YES",1990-07-29,"6.02",195,"LW","Ottawa 67's",59,3,8,11,0.19,-17,1,1,2,0,0,25
"Tyler Allen","NO",1990-03-19,"6.00",184,"LW","Mississauga St. Michael's Majors",64,6,4,10,0.16,-9,0,0,0,1,0,25
"Kyle Tarini","NO",1990-01-16,"6.01",198,"RW","Sudbury Wolves",43,5,5,10,0.23,-20,2,1,3,0,0,61
"Ben Alavie","YES",1990-01-31,"6.00",198,"D","Brampton Battalion",43,1,9,10,0.23,6,1,4,5,0,0,20
"Ken Peroff","NO",1989-09-22,"6.00",191,"D","Brampton Battalion",67,1,9,10,0.15,11,0,1,1,1,0,50
"Denis Hollenstein","YES",1989-10-15,"6.00",167,"LW","Guelph Storm",37,5,4,9,0.24,-7,2,1,3,0,0,32
"Thomas Middup","YES",1990-02-20,"5.10",175,"LW","Kingston Frontenacs",45,3,6,9,0.2,-4,0,1,1,0,0,4
"Stephen Johnston","YES",1990-02-24,"6.01",190,"C","Belleville Bulls",56,2,7,9,0.16,0,1,0,1,0,0,12
"Marc Cantin","YES",1990-03-27,"6.01",201,"D","Belleville Bulls",60,2,6,8,0.13,10,1,2,3,1,0,33
"Andrew Clouthier","NO",1990-05-03,"6.04",220,"LW","Barrie Colts",59,5,2,7,0.12,-21,1,1,2,0,0,68
"James Marsden","YES",1990-05-11,"6.02",205,"RW","Kingston Frontenacs",67,4,3,7,0.1,-3,0,0,0,1,0,20
"Jake Carrick","YES",1990-09-11,"5.11",180,"RW","Sault Ste. Marie Greyhounds",51,2,5,7,0.14,4,0,1,1,1,0,97
"Mitch Gaulton","NO",1990-04-25,"6.00",200,"D","Erie Otters",20,2,5,7,0.35,-10,1,2,3,0,0,19
"Chris Van Laren","YES",1990-06-04,"6.02",204,"D","Sudbury Wolves",55,1,6,7,0.13,-15,0,1,1,0,0,114
"Matt Russo","YES",1990-04-12,"6.03",190,"D","Mississauga St. Michael's Majors",63,1,6,7,0.11,-14,0,1,1,1,0,51
"Joe Underwood","NO",1990-01-15,"6.01",185,"D","Saginaw Spirit",56,0,7,7,0.13,9,0,1,1,0,0,18
"Tyler Taylor","NO",1989-10-20,"5.10",185,"LW","Oshawa Generals",47,3,3,6,0.13,-5,0,0,0,0,0,74
"Joe Vanni","YES",1990-01-22,"6.00",195,"RW","Owen Sound Attack",60,2,4,6,0.1,-11,0,0,0,0,0,25
"Scott Tanski","YES",1990-04-19,"6.01",192,"C","Brampton Battalion",35,2,4,6,0.17,-2,0,0,0,0,0,27
"Tyler G. Brown","YES",1990-02-07,"6.02",180,"C","Plymouth Whalers",38,1,5,6,0.16,-5,0,0,0,0,0,13
"Matt Ashman","YES",1990-05-09,"6.00",182,"D","London Knights",57,0,6,6,0.11,5,0,0,0,0,0,62
"Tucker Hunter","NO",1990-03-18,"6.02",194,"C","London Knights",50,3,2,5,0.1,-3,0,0,0,0,0,25
"Dalton Prout","NO",1990-03-13,"6.03",223,"D","Barrie Colts",57,0,5,5,0.09,-2,0,1,1,0,0,82
"Dylan King","YES",1990-07-05,"6.00",203,"D","Sault Ste. Marie Greyhounds",37,0,5,5,0.14,5,0,1,1,0,0,18
"Jaroslav Hertl","YES",1989-10-28,"6.04",218,"D","Brampton Battalion",52,0,5,5,0.1,4,0,3,3,0,0,36
"Matt Stanisz","YES",1990-05-19,"6.01",200,"D","Barrie Colts",65,0,5,5,0.08,-4,0,0,0,0,0,42
"Patrick Moran","NO",1990-05-18,"6.00",201,"D","Guelph Storm",38,0,5,5,0.13,6,0,1,1,0,0,100
"Justin Dicks","YES",1990-08-05,"5.08",162,"C","Sudbury Wolves",35,2,2,4,0.11,-9,0,1,1,0,0,6
"Luke VanMoerkerke","NO",1989-11-16,"6.03",212,"LW","Brampton Battalion",53,2,2,4,0.08,-6,0,1,1,0,0,79
"Mike Ryan","YES",1990-04-01,"6.01",180,"LW","Peterborough Petes",37,2,2,4,0.11,-8,0,0,0,0,0,9
"Marcus Pepe","YES",1990-06-14,"5.11",175,"C","Barrie Colts",54,1,3,4,0.07,-13,0,1,1,0,0,47
"Tony DeHart","NO",1990-03-20,"6.01",205,"D","London Knights",34,1,3,4,0.12,6,0,0,0,1,0,33
"Brian Shaw","NO",1990-01-30,"6.03",222,"D","Erie Otters",51,0,4,4,0.08,-25,0,0,0,0,0,85
"Travis Gibbons","YES",1990-02-28,"5.10",187,"D","Guelph Storm",42,0,4,4,0.1,-4,0,2,2,0,0,30
"Garett Hunter","YES",1990-01-18,"6.00",184,"LW","London Knights",62,1,2,3,0.05,-5,0,0,0,0,0,42
"Jordon O'Neill","YES",1990-01-11,"6.02",180,"D","Plymouth Whalers",25,0,3,3,0.12,-7,0,0,0,0,0,20
"Simon Fischhaber","YES",1990-02-19,"6.02",184,"C","Sault Ste. Marie Greyhounds",51,0,3,3,0.06,-3,0,0,0,0,0,16
"Kain Allicock","YES",1990-03-02,"6.05",222,"LW","Saginaw Spirit",41,1,1,2,0.05,-3,0,0,0,0,0,75
"Anthony Iaquinto","YES",1989-10-01,"6.00",182,"RW","London Knights",10,0,2,2,0.2,-2,0,0,0,0,0,26
"Cameron Odam","YES",1990-06-26,"6.01",195,"D","Sault Ste. Marie Greyhounds",39,0,2,2,0.05,-3,0,0,0,0,0,46
"Jason Akeson","YES",1990-06-03,"5.11",183,"RW","Kitchener Rangers",13,0,2,2,0.15,-1,0,0,0,0,0,4
"Vladimir Bessonov","YES",1990-02-20,"5.11",192,"D","Niagara IceDogs",9,1,0,1,0.11,-1,1,0,1,0,0,5
"Brent Sullivan","YES",1990-01-08,"6.03",195,"D","Sarnia Sting",27,0,1,1,0.04,4,0,0,0,0,0,11
"Cole Weedmark","YES",1990-02-05,"5.08",165,"LW","Kingston Frontenacs",8,0,1,1,0.13,-1,0,0,0,0,0,4
"Frank Perna","YES",1990-04-08,"6.05",227,"D","Kitchener Rangers",5,0,1,1,0.2,1,0,0,0,0,0,0
"Jake Guindon","YES",1990-06-19,"6.02",195,"RW","Sarnia Sting",20,0,1,1,0.05,-1,0,0,0,0,0,6
"Josh Schram","YES",1990-03-30,"6.02",198,"LW","Kitchener Rangers",9,0,1,1,0.11,1,0,0,0,0,0,2
"MacKenzie Micks","YES",1990-02-05,"5.11",195,"RW","Barrie Colts",9,0,1,1,0.11,-1,0,0,0,0,0,0
"Matt MacDougall","YES",1990-09-02,"6.03",195,"D","Ottawa 67's",11,0,1,1,0.09,-1,0,0,0,0,0,5
"Adam Wallace","YES",1990-03-23,"6.01",192,"D","Windsor Spitfires",8,0,0,0,0,-1,0,0,0,0,0,19
"Anthony Soboczynski","NO",1989-10-15,"6.02",196,"LW","London Knights",7,0,0,0,0,-1,0,0,0,0,0,0
"Behn Robertson","YES",1990-02-05,"6.03",190,"LW","Sault Ste. Marie Greyhounds",6,0,0,0,0,-2,0,0,0,0,0,2
"Ben Pearson","YES",1990-08-01,"6.00",213,"D","Kingston Frontenacs",2,0,0,0,0,0,0,0,0,0,0,0
"Brad Humberstone","YES",1990-02-27,"6.00",164,"D","Owen Sound Attack",1,0,0,0,0,0,0,0,0,0,0,0
"Chris Dunham","YES",1990-01-09,"5.10",187,"RW","London Knights",4,0,0,0,0,0,0,0,0,0,0,4
"Chris Leeming","YES",1990-01-12,"6.02",203,"RW","Oshawa Generals",4,0,0,0,0,-2,0,0,0,0,0,2
"James Woodcroft","YES",1990-06-16,"6.01",182,"RW","Windsor Spitfires",4,0,0,0,0,0,0,0,0,0,0,0
"Jeff Verreault","YES",1990-07-18,"5.10",165,"C","Sudbury Wolves",6,0,0,0,0,-1,0,0,0,0,0,2
"Jordan Hardy","YES",1989-11-26,"5.11",178,"C","Kitchener Rangers",5,0,0,0,0,0,0,0,0,0,0,2
"Ryan Moore","YES",1990-02-24,"5.10",180,"D","Sarnia Sting",5,0,0,0,0,0,0,0,0,0,0,0
"Tom Kane","YES",1990-03-10,"6.02",225,"D","Windsor Spitfires",17,0,0,0,0,2,0,0,0,0,0,5
