"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Zach Bratina",1996-01-06,"LW","Saginaw Spirit",50,6,8,14,0.28,4,1,0,0,0,27
"Danny Desrochers",1995-08-22,"LW","Sudbury Wolves",58,5,8,13,0.22,-1,0,0,1,1,38
"Niki Petti",1996-08-13,"C","Belleville Bulls",50,4,9,13,0.26,1,0,0,0,0,19
"Tyler Hore",1995-10-25,"D","Sarnia Sting",57,1,12,13,0.23,-6,1,1,0,0,14
"Brendan  Perlini",1996-04-27,"LW","Niagara IceDogs",59,8,4,12,0.2,-21,1,1,0,0,8
"Hayden Hodgson",1996-03-02,"RW","Erie Otters",60,8,4,12,0.2,-26,0,1,0,0,60
"Damian Bourne",1996-02-11,"LW","Mississauga Steelheads",50,2,10,12,0.24,2,1,2,1,0,30
"Alex Peters",1996-07-02,"D","Plymouth Whalers",58,0,12,12,0.21,9,0,0,0,0,31
"Brett Hargrave",1996-01-16,"RW","Sarnia Sting",63,6,5,11,0.17,-12,0,0,2,1,24
"Gilbert Gabor",1995-09-11,"LW","Owen Sound Attack",51,5,6,11,0.22,5,2,1,1,0,23
"Bobby MacIntyre",1996-09-08,"LW","Mississauga Steelheads",61,4,7,11,0.18,-14,0,2,2,0,28
"Brandon Prophet",1996-06-03,"D","Saginaw Spirit",54,3,8,11,0.2,5,0,0,1,0,53
"Ondrej Kopta",1995-04-17,"LW","Niagara IceDogs",51,3,8,11,0.22,-17,0,1,1,0,28
"Jacob Jammes",1995-11-30,"RW","London Knights",27,2,9,11,0.41,8,0,0,1,0,13
"Nevin Guy",1995-06-11,"D","Ottawa 67's",66,2,9,11,0.17,-23,1,5,0,0,12
"Michael Webster",1995-05-24,"D","Barrie Colts",63,0,11,11,0.17,14,0,1,0,0,49
"Aaron Haydon",1996-01-06,"D","Niagara IceDogs",42,4,6,10,0.24,-7,1,1,1,0,39
"Matt Schmalz",1996-03-21,"C","Sudbury Wolves",49,4,6,10,0.2,1,0,1,0,0,21
"Mike Robinson",1993-05-06,"LW","Niagara IceDogs",53,4,6,10,0.19,-12,0,1,1,0,25
"Davis Brown",1995-07-01,"LW","Sarnia Sting",52,6,3,9,0.17,-16,0,0,1,0,22
"Justin Scott",1995-08-13,"RW","Barrie Colts",55,4,5,9,0.16,-1,0,0,1,0,24
"Miles Liberati",1995-06-21,"D","London Knights",42,3,6,9,0.21,5,1,4,1,0,25
"Ryan Verbeek",1996-06-02,"LW","Windsor Spitfires",49,3,5,8,0.16,-3,1,0,1,0,41
"Dylan Sadowy",1996-04-02,"LW","Saginaw Spirit",61,2,6,8,0.13,-13,0,0,1,0,45
"Josh Maguire",1996-06-30,"LW","Peterborough Petes",49,1,7,8,0.16,1,0,0,1,0,30
"Brook Hiddink",1996-02-02,"RW","Niagara IceDogs",51,4,3,7,0.14,-10,0,0,0,0,2
"Corey Pawley",1995-01-03,"LW","London Knights",27,3,4,7,0.26,1,0,0,1,0,16
"Mitchell Fitzmorris",1995-04-21,"C","Niagara IceDogs",61,3,4,7,0.11,-23,0,0,0,0,42
"Dylan Di Perna",1996-04-26,"D","Kingston Frontenacs",46,2,5,7,0.15,-3,0,0,1,0,17
"Andrew Abou-Assaly",1996-05-18,"LW","Ottawa 67's",66,1,6,7,0.11,-32,0,0,0,0,15
"Will Petschenig",1995-02-03,"D","Oshawa Generals",52,1,6,7,0.13,4,0,0,1,0,25
"Mark Raycroft",1995-04-18,"D","Brampton Battalion",57,0,7,7,0.12,5,0,0,0,0,14
"Connor Brown",1995-07-22,"LW","Ottawa 67's",68,3,3,6,0.09,-28,0,0,0,0,59
"Kyle Pettit",1996-01-19,"C","Erie Otters",67,3,3,6,0.09,-10,0,0,0,0,21
"Taylor Davis",1995-05-24,"D","Ottawa 67's",43,3,3,6,0.14,-10,0,0,0,0,24
"Patrick Sanvido",1996-06-28,"D","Windsor Spitfires",60,0,6,6,0.1,-16,0,0,0,0,40
"Trent Mallette",1996-08-24,"RW","Sault Ste. Marie Greyhounds",58,5,0,5,0.09,0,0,0,0,0,32
"Brody Milne",1995-04-03,"LW","Guelph Storm",34,2,3,5,0.15,2,0,1,1,0,4
"Jacob Middleton",1996-01-02,"D","Ottawa 67's",29,1,4,5,0.17,-13,0,1,0,0,25
"Mitch Jones",1995-02-08,"D","Plymouth Whalers",35,0,5,5,0.14,11,0,1,0,0,57
"Broderick Kelly",1995-09-01,"D","Niagara IceDogs",61,2,2,4,0.07,-17,0,0,1,0,12
"Chad Heffernan",1996-03-22,"LW","Belleville Bulls",42,2,2,4,0.1,3,0,0,0,0,65
"Alexandre Renaud",1996-02-26,"LW","Sarnia Sting",63,1,3,4,0.06,-17,0,0,0,0,22
"Chadd Bauman",1995-08-08,"D","Guelph Storm",48,1,3,4,0.08,3,0,0,0,0,68
"Graeme Brown",1996-05-16,"D","Windsor Spitfires",19,1,3,4,0.21,-10,0,0,0,0,8
"Artem Kuleshov",1995-04-20,"D","Erie Otters",50,0,4,4,0.08,-17,0,0,0,0,35
"Jonathan Duchesne",1996-02-12,"D","Ottawa 67's",52,0,4,4,0.08,-30,0,0,0,0,65
"Owen Stewart",1995-12-03,"D","Kitchener Rangers",33,2,1,3,0.09,2,0,0,0,0,2
"Stefano Pezzetta",1995-01-25,"LW","Owen Sound Attack",27,2,1,3,0.11,3,0,0,0,0,21
"Connor Sills",1995-05-21,"RW","Plymouth Whalers",42,1,2,3,0.07,-1,0,0,0,0,46
"Jordan Addesi",1996-03-15,"LW","Sarnia Sting",64,1,2,3,0.05,-10,0,0,0,0,39
"Mitch Graham",1995-05-07,"RW","Windsor Spitfires",10,1,2,3,0.3,1,0,0,0,0,2
"Ryan Kirkup",1995-05-14,"C","Sault Ste. Marie Greyhounds",44,1,2,3,0.07,-1,0,0,0,0,17
"Thomas Welsh",1995-02-01,"D","Mississauga Steelheads",29,1,2,3,0.1,-8,0,1,0,0,42
"Ben Hughes",1996-04-11,"C","Niagara IceDogs",40,0,3,3,0.08,-19,0,0,0,0,10
"Conor Cummins",1996-02-06,"D","Sudbury Wolves",51,0,3,3,0.06,2,0,0,0,0,14
"David Miller",1996-09-25,"C","Sault Ste. Marie Greyhounds",5,0,3,3,0.6,-1,0,0,0,0,4
"Marselis Subban",1995-10-11,"D","Saginaw Spirit",34,0,3,3,0.09,-3,0,1,0,0,28
"Joe Manchurek",1996-08-10,"RW","Oshawa Generals",5,1,1,2,0.4,2,0,0,1,0,0
"Kyle Wood",1996-05-04,"D","Brampton Battalion",16,1,1,2,0.13,5,1,0,0,0,8
"Michael Cramarossa",1996-05-24,"C","Belleville Bulls",45,1,1,2,0.04,-5,0,0,1,0,12
"Darren Raddysh",1996-02-28,"D","Erie Otters",24,0,2,2,0.08,-12,0,0,0,0,2
"David Nemecek",1995-06-29,"D","Sarnia Sting",34,0,2,2,0.06,-10,0,0,0,0,24
"Justin Felker",1996-01-23,"D","Erie Otters",17,0,2,2,0.12,-4,0,0,0,0,0
"Kevin Spinozzi",1996-05-23,"D","Sault Ste. Marie Greyhounds",22,0,2,2,0.09,2,0,0,0,0,31
"Matthieu Desautels",1995-04-11,"D","Ottawa 67's",47,0,2,2,0.04,-25,0,2,0,0,10
"Ramon Lopez",1995-04-04,"D","Saginaw Spirit",34,0,2,2,0.06,-12,0,0,0,0,8
"Landon Schiller",1995-01-20,"RW","Sault Ste. Marie Greyhounds",33,1,0,1,0.03,-3,0,0,0,0,56
"Owen MacDonald",1996-05-24,"RW","London Knights",3,1,0,1,0.33,0,0,0,0,0,6
"Ryan Hamelin",1995-01-03,"LW","London Knights",1,1,0,1,1,2,0,0,0,0,0
"Aidan Wallace",1995-04-17,"LW","Oshawa Generals",6,0,1,1,0.17,3,0,0,0,0,4
"C.J. Garcia",1996-02-03,"D","Barrie Colts",29,0,1,1,0.03,2,0,0,0,0,22
"Connor Burgess",1996-02-13,"LW","Sudbury Wolves",28,0,1,1,0.04,-8,0,0,0,0,4
"Daniel De Sousa",1996-03-14,"D","Belleville Bulls",40,0,1,1,0.03,2,0,0,0,0,22
"Hunter Smith",1995-09-11,"RW","Oshawa Generals",30,0,1,1,0.03,-5,0,0,0,0,22
"Kyle Locke",1996-05-09,"D","Guelph Storm",27,0,1,1,0.04,-2,0,0,0,0,18
"Mac Clutsam",1995-01-17,"D","Sault Ste. Marie Greyhounds",29,0,1,1,0.03,-3,0,0,0,0,4
"Matt Hore",1995-10-25,"RW","Oshawa Generals",18,0,1,1,0.06,-2,0,0,0,0,0
"Mitch Amante",1995-01-14,"RW","Brampton Battalion",5,0,1,1,0.2,-3,0,1,0,0,4
"Nick Zottl",1995-01-11,"D","Mississauga Steelheads",10,0,1,1,0.1,-3,0,0,0,0,13
"Zach McFadden",1995-09-25,"D","Sudbury Wolves",11,0,1,1,0.09,-2,0,0,0,0,4
"Alex Annecchiarico",1995-03-05,"D","Owen Sound Attack",18,0,0,0,0,2,0,0,0,0,2
"Austin Boulard",1995-05-03,"LW","Oshawa Generals",2,0,0,0,0,0,0,0,0,0,0
"Cam Garrow",1996-04-24,"D","London Knights",1,0,0,0,0,1,0,0,0,0,2
"Derek Todosichuk",1995-01-16,"C","Niagara IceDogs",1,0,0,0,0,0,0,0,0,0,0
"Dylan Callaghan",1996-09-09,"RW","Sudbury Wolves",3,0,0,0,0,0,0,0,0,0,0
"Evan Buehler",1995-03-28,"C","Oshawa Generals",8,0,0,0,0,-1,0,0,0,0,0
"Francesco Vilardi",1996-01-09,"C","Sudbury Wolves",1,0,0,0,0,0,0,0,0,0,0
"Fraser Turner",1995-03-15,"D","Sault Ste. Marie Greyhounds",1,0,0,0,0,2,0,0,0,0,0
"Kegan Blasby",1996-03-14,"RW","Kitchener Rangers",3,0,0,0,0,0,0,0,0,0,0
"Kevin Groulx",1996-07-04,"RW","Ottawa 67's",11,0,0,0,0,-4,0,0,0,0,0
"Kyle Fransen",1995-01-11,"D","Sudbury Wolves",5,0,0,0,0,-1,0,0,0,0,0
"Matt Watson",1996-04-25,"D","Kingston Frontenacs",8,0,0,0,0,0,0,0,0,0,6
"Nick Pastorious",1996-05-09,"RW","Sault Ste. Marie Greyhounds",6,0,0,0,0,1,0,0,0,0,16
"Owen McDade",1996-02-11,"C","Oshawa Generals",6,0,0,0,0,0,0,0,0,0,0
"Pat Hamilton",1995-08-09,"D","Oshawa Generals",5,0,0,0,0,-1,0,0,0,0,7
"Rio Anzolin",1995-02-23,"RW","Niagara IceDogs",8,0,0,0,0,-3,0,0,0,0,6
"Santino Centorame",1996-04-28,"D","London Knights",3,0,0,0,0,-1,0,0,0,0,0
"Thomas Lattavo",1996-04-05,"RW","Erie Otters",7,0,0,0,0,1,0,0,0,0,0
"Ty Learn",1996-04-19,"LW","Kitchener Rangers",8,0,0,0,0,-2,0,0,0,0,2
"Zachary Core",1996-04-24,"D","Sarnia Sting",1,0,0,0,0,0,0,0,0,0,0
