"Name","BD","Pos","Team","GP","G","A","PTS","Pts/G","+/-","PPG","PPA","GWG","ENG","PIM"
"Zach Hall",1993-04-29,"C","Barrie Colts",3,0,1,1,0.33,2,0,0,0,0,0
"Alex Lepkowski",1993-04-08,"D","Saginaw Spirit",3,0,0,0,0,0,0,0,0,0,0
"Alex O'Neil",1992-06-04,"LW","Brampton Battalion",2,0,0,0,0,0,0,0,0,0,0
"Austin Levi",1992-02-16,"D","Plymouth Whalers",9,0,0,0,0,2,0,0,0,0,8
"Brady Austin",1993-06-16,"D","Erie Otters",4,0,0,0,0,-3,0,0,0,0,0
"Charlie Dodero",1992-10-01,"D","Kitchener Rangers",6,0,0,0,0,0,0,0,0,0,7
"Clark Seymour",1993-05-18,"D","Kingston Frontenacs",5,0,0,0,0,-2,0,0,0,0,2
"Craig Duininck",1993-04-29,"D","Windsor Spitfires",19,0,0,0,0,3,0,0,0,0,7
"David Broll",1993-01-04,"LW","Erie Otters",4,0,0,0,0,-2,0,0,0,0,2
"Dean Pawlaczyk",1992-02-04,"LW","Barrie Colts",8,0,0,0,0,-1,0,0,0,0,7
"Derek Schoenmakers",1992-04-17,"RW","Mississauga St. Michael's Majors",1,0,0,0,0,0,0,0,0,0,0
"Garret Ross",1992-05-26,"LW","Saginaw Spirit",6,0,0,0,0,0,0,0,0,0,12
"Greg Trichilo",1992-01-02,"RW","Sudbury Wolves",2,0,0,0,0,1,0,0,0,0,0
"Gregory Jambrosich",1993-08-12,"C","Sudbury Wolves",1,0,0,0,0,-1,0,0,0,0,0
"James Woodcroft",1990-06-16,"LW","Windsor Spitfires",12,0,0,0,0,0,0,0,0,0,0
"Jeremy Gottzmann",1993-04-02,"C","Erie Otters",4,0,0,0,0,-2,0,0,0,0,7
"Jordan Coccimiglio",1993-02-27,"C","Erie Otters",4,0,0,0,0,-1,0,0,0,0,0
"Justin Sefton",1993-04-14,"D","Sudbury Wolves",4,0,0,0,0,-4,0,0,0,0,6
"Justin Thomas",1993-01-25,"LW","Sault Ste. Marie Greyhounds",2,0,0,0,0,0,0,0,0,0,0
"Keith Maisonville",1992-02-18,"D","Niagara IceDogs",2,0,0,0,0,2,0,0,0,0,0
"Luke Hietkamp",1993-08-15,"RW","Peterborough Petes",2,0,0,0,0,0,0,0,0,0,0
"Michael Kantor",1992-02-02,"RW","Saginaw Spirit",6,0,0,0,0,0,0,0,0,0,10
"Mitch Bennett",1992-01-04,"RD","Barrie Colts",6,0,0,0,0,0,0,0,0,0,2
"Nicholas Foglia",1993-03-28,"RW","Ottawa 67's",4,0,0,0,0,0,0,0,0,0,4
"Ryan MacLean",1992-02-14,"C","Sault Ste. Marie Greyhounds",1,0,0,0,0,0,0,0,0,0,0
"Saverio Posa",1992-01-05,"D","Windsor Spitfires",1,0,0,0,0,0,0,0,0,0,0
"Shayne Rover",1992-01-13,"D","Niagara IceDogs",3,0,0,0,0,-1,0,0,0,0,0
"Steven Broek",1993-01-10,"LW","Kingston Frontenacs",3,0,0,0,0,0,0,0,0,0,0
"Steven Janes",1993-02-24,"RW","Ottawa 67's",10,0,0,0,0,-3,0,0,0,0,0
"Trevor Morbeck",1993-11-21,"RW","Sault Ste. Marie Greyhounds",5,0,0,0,0,-2,0,0,0,0,0
"Tyler Graovac",1993-04-27,"C","Ottawa 67's",12,0,0,0,0,-3,0,0,0,0,2
"Zach Bell",1993-02-13,"D","Brampton Battalion",4,0,0,0,0,-1,0,0,0,0,5
